Geographic_Area_Name,zipCode,"Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_attached_2023","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2022","Total_Housing_Units!!Occupied_Units!!1-unit,_detached_2023",Total_Housing_Units!!Occupied_Units!!10_or_more_units_2022,Total_Housing_Units!!Occupied_Units!!10_or_more_units_2023,Total_Housing_Units!!Occupied_Units!!2-9_units_2022,Total_Housing_Units!!Occupied_Units!!2-9_units_2023,"Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2022","Total_Housing_Units!!Occupied_Units!!mobile-home,_Boat,_RV,_Van,_etc._2023",Total_Housing_Units!!Occupied_Units_2022,Total_Housing_Units!!Occupied_Units_2023,"Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_attached_2023","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2022","Total_Housing_Units!!Vacant_Units!!1-unit,_detached_2023",Total_Housing_Units!!Vacant_Units!!10_or_more_units_2022,Total_Housing_Units!!Vacant_Units!!10_or_more_units_2023,Total_Housing_Units!!Vacant_Units!!2-9_units_2022,Total_Housing_Units!!Vacant_Units!!2-9_units_2023,Total_Housing_Units!!Vacant_Units!!mobile-home_2022,Total_Housing_Units!!Vacant_Units!!mobile-home_2023,Total_Housing_Units!!Vacant_Units_2022,Total_Housing_Units!!Vacant_Units_2023,Total_Housing_Units_2022,Total_Housing_Units_2023
ZCTA5 76667,76667,49,49,2493,2632,28,60,465,424,682,689,3717,3854,0,0,620,592,49,59,83,82,160,147,912,880,4629,4734
ZCTA5 76670,76670,9,8,450,461,0,0,0,0,167,162,626,631,0,0,51,89,0,0,0,0,29,32,80,121,706,752
ZCTA5 76671,76671,14,13,654,632,0,0,9,6,143,149,820,800,0,0,278,299,0,0,0,0,27,59,305,358,1125,1158
ZCTA5 76673,76673,3,0,255,238,0,0,0,0,119,143,377,381,0,0,86,85,0,0,0,0,12,24,98,109,475,490
ZCTA5 76676,76676,0,0,117,128,0,0,0,0,8,4,125,132,0,0,14,18,0,0,0,0,5,5,19,23,144,155
ZCTA5 76678,76678,0,0,39,49,0,0,0,0,13,17,52,66,0,0,25,24,0,0,0,0,0,0,25,24,77,90
ZCTA5 76679,76679,0,0,258,221,0,0,0,0,117,158,375,379,0,0,44,21,0,0,0,0,75,53,119,74,494,453
ZCTA5 76680,76680,0,0,0,0,0,0,0,0,51,46,51,46,0,0,96,85,0,0,0,0,0,0,96,85,147,131
ZCTA5 76681,76681,0,3,146,197,0,0,0,0,29,31,175,231,0,0,76,74,0,0,0,0,34,32,110,106,285,337
ZCTA5 76682,76682,40,32,865,841,0,0,25,26,194,255,1124,1154,0,0,95,80,0,0,0,0,74,85,169,165,1293,1319
ZCTA5 76685,76685,0,0,18,28,0,0,0,0,13,0,31,28,0,0,30,20,0,0,0,0,0,0,30,20,61,48
ZCTA5 76686,76686,0,0,86,105,0,0,0,0,10,9,96,114,0,0,14,9,0,0,0,0,6,6,20,15,116,129
ZCTA5 76687,76687,0,0,634,635,0,0,0,0,161,163,795,798,0,0,344,361,0,0,0,0,108,85,452,446,1247,1244
ZCTA5 76689,76689,9,5,1058,1161,0,0,2,5,427,357,1496,1528,0,0,235,235,0,0,0,0,43,19,278,254,1774,1782
ZCTA5 76690,76690,0,0,259,277,0,0,5,2,210,215,474,494,0,0,278,204,0,0,0,0,13,12,291,216,765,710
ZCTA5 76691,76691,0,3,2023,2057,12,18,97,129,213,197,2345,2404,0,0,197,99,0,0,13,15,74,55,284,169,2629,2573
ZCTA5 76692,76692,39,72,2959,2840,21,10,256,252,764,868,4039,4042,0,0,1013,1043,47,34,70,48,174,132,1304,1257,5343,5299
ZCTA5 76693,76693,4,11,545,511,9,11,52,88,190,124,800,745,0,0,156,140,8,9,0,0,54,64,218,213,1018,958
ZCTA5 76701,76701,23,23,174,139,474,535,155,171,0,0,826,868,0,0,42,67,113,76,18,18,0,0,173,161,999,1029
ZCTA5 76704,76704,72,92,1669,1579,491,484,1014,875,4,27,3250,3057,0,0,459,546,58,64,22,22,12,14,551,646,3801,3703
ZCTA5 76705,76705,251,168,7162,7076,1070,882,1023,1277,1305,1382,10811,10785,33,50,649,689,102,169,290,110,295,304,1369,1322,12180,12107
ZCTA5 76706,76706,227,222,6643,6909,4799,4913,2455,2072,273,373,14397,14489,0,0,618,566,739,692,567,668,167,185,2091,2111,16488,16600
ZCTA5 76707,76707,84,94,4647,4401,264,258,608,722,53,50,5656,5525,0,0,797,828,55,82,184,199,39,44,1075,1153,6731,6678
ZCTA5 76708,76708,292,202,7686,8411,810,766,525,617,210,143,9523,10139,55,41,933,771,159,163,64,83,72,44,1283,1102,10806,11241
ZCTA5 76710,76710,374,403,6310,6362,2265,1970,1767,2082,46,22,10762,10839,0,0,463,477,443,497,516,463,115,115,1537,1552,12299,12391
ZCTA5 76711,76711,13,9,2569,2516,994,955,208,261,30,21,3814,3762,0,0,297,245,97,49,33,87,0,0,427,381,4241,4143
ZCTA5 76712,76712,376,389,8061,8123,994,954,1163,1278,138,164,10732,10908,62,61,458,479,107,149,143,107,0,0,770,796,11502,11704
ZCTA5 76798,76798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76801,76801,104,202,6733,6415,643,733,1392,1470,788,908,9660,9728,0,0,1520,1761,60,64,162,112,485,480,2227,2417,11887,12145
ZCTA5 76802,76802,19,24,1702,1514,58,118,167,121,234,229,2180,2006,0,0,225,228,10,9,0,0,76,148,311,385,2491,2391
ZCTA5 76820,76820,0,0,80,75,0,0,0,0,0,4,80,79,0,0,26,13,0,0,0,0,7,7,33,20,113,99
ZCTA5 76821,76821,10,13,1548,1573,0,0,65,77,78,63,1701,1726,0,0,423,412,0,0,21,20,46,22,490,454,2191,2180
ZCTA5 76823,76823,2,7,774,762,19,18,65,98,189,214,1049,1099,0,0,197,154,0,0,8,7,84,70,289,231,1338,1330
ZCTA5 76824,76824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76825,76825,34,23,2158,2048,77,60,259,349,130,119,2658,2599,0,6,612,637,17,17,60,76,93,79,782,815,3440,3414
ZCTA5 76827,76827,0,0,227,219,0,0,13,0,40,54,280,273,0,0,54,43,0,0,0,0,26,16,80,59,360,332
ZCTA5 76828,76828,0,0,111,109,0,0,0,0,0,0,111,109,0,0,38,27,0,0,0,0,0,0,38,27,149,136
ZCTA5 76831,76831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76832,76832,0,0,178,177,0,0,0,0,9,13,187,190,0,0,98,91,0,0,0,0,35,28,133,119,320,309
ZCTA5 76834,76834,53,52,1645,1741,79,52,130,124,191,105,2098,2074,0,0,793,726,0,0,53,59,156,182,1002,967,3100,3041
ZCTA5 76836,76836,0,0,1,1,0,0,0,0,0,0,1,1,0,0,13,61,0,0,0,22,12,6,25,89,26,90
ZCTA5 76837,76837,4,2,359,358,0,0,11,11,68,49,442,420,0,0,181,165,0,0,0,0,34,19,215,184,657,604
ZCTA5 76841,76841,0,0,9,26,0,0,0,0,0,0,9,26,0,0,49,70,0,0,0,0,9,10,58,80,67,106
ZCTA5 76842,76842,0,0,55,87,0,0,0,0,52,47,107,134,0,0,112,172,0,0,0,0,14,23,126,195,233,329
ZCTA5 76844,76844,10,13,1140,1121,4,6,69,62,120,122,1343,1324,0,0,477,410,0,0,22,28,87,127,586,565,1929,1889
ZCTA5 76845,76845,0,0,92,82,0,0,0,0,14,4,106,86,0,0,36,34,0,0,0,0,4,0,40,34,146,120
ZCTA5 76848,76848,0,0,30,23,0,0,0,0,0,0,30,23,0,0,9,11,0,0,0,0,14,6,23,17,53,40
ZCTA5 76849,76849,17,16,1175,1195,38,45,62,86,137,129,1429,1471,0,0,579,584,0,0,0,0,223,192,802,776,2231,2247
ZCTA5 76852,76852,0,0,119,112,0,0,0,0,5,29,124,141,0,0,56,54,0,0,0,0,16,14,72,68,196,209
ZCTA5 76853,76853,4,5,415,422,0,0,25,23,107,69,551,519,0,0,224,216,0,0,0,0,53,39,277,255,828,774
ZCTA5 76854,76854,0,0,82,174,0,0,0,0,4,4,86,178,0,0,131,154,0,0,0,0,11,12,142,166,228,344
ZCTA5 76856,76856,18,0,1142,1100,11,12,26,58,81,133,1278,1303,0,16,523,525,0,0,0,0,65,42,588,583,1866,1886
ZCTA5 76857,76857,0,0,525,445,86,100,0,0,347,454,958,999,0,0,417,391,0,0,0,0,418,372,835,763,1793,1762
ZCTA5 76858,76858,0,2,105,105,0,0,0,0,3,1,108,108,1,2,58,59,0,0,0,0,7,8,66,69,174,177
ZCTA5 76859,76859,13,8,691,592,74,71,24,9,146,175,948,855,8,7,437,335,0,0,9,9,108,112,562,463,1510,1318
ZCTA5 76861,76861,9,9,525,575,0,0,11,7,145,142,690,733,0,0,90,79,0,0,0,0,4,4,94,83,784,816
ZCTA5 76862,76862,0,0,51,59,0,0,0,0,25,30,76,89,0,0,86,81,0,0,0,0,79,66,165,147,241,236
ZCTA5 76864,76864,10,5,262,281,0,0,0,0,45,43,317,329,0,0,175,157,0,0,0,0,22,28,197,185,514,514
ZCTA5 76865,76865,0,0,65,64,0,0,0,0,20,41,85,105,0,0,50,42,0,0,0,0,6,7,56,49,141,154
ZCTA5 76866,76866,0,0,167,214,11,5,1,1,27,36,206,256,0,0,112,114,0,0,0,0,49,65,161,179,367,435
ZCTA5 76869,76869,0,0,32,11,0,0,0,0,0,0,32,11,0,0,31,15,0,0,0,0,16,0,47,15,79,26
ZCTA5 76870,76870,0,0,23,25,0,0,0,0,0,0,23,25,0,0,18,11,0,0,0,0,0,0,18,11,41,36
ZCTA5 76871,76871,2,0,173,157,0,0,0,0,18,18,193,175,0,0,172,149,0,0,4,0,22,28,198,177,391,352
ZCTA5 76872,76872,37,40,223,167,0,0,0,0,52,69,312,276,0,0,151,135,0,0,0,0,18,14,169,149,481,425
ZCTA5 76873,76873,0,0,30,33,0,0,0,0,0,0,30,33,0,0,23,15,0,0,0,0,0,0,23,15,53,48
ZCTA5 76874,76874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,11,0
ZCTA5 76875,76875,0,0,234,228,0,0,0,0,0,0,234,228,0,0,62,50,0,0,0,0,0,0,62,50,296,278
ZCTA5 76877,76877,29,40,1348,1257,0,39,61,149,117,139,1555,1624,0,0,356,323,0,0,38,36,54,45,448,404,2003,2028
ZCTA5 76878,76878,6,2,460,470,17,11,46,46,89,118,618,647,0,0,225,221,0,0,15,7,57,91,297,319,915,966
ZCTA5 76880,76880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76882,76882,2,3,61,80,4,3,0,0,11,21,78,107,0,0,49,66,0,0,8,8,11,19,68,93,146,200
ZCTA5 76884,76884,0,0,30,38,0,0,0,0,0,2,30,40,0,0,19,15,0,0,0,0,0,0,19,15,49,55
ZCTA5 76885,76885,0,0,19,29,0,0,0,0,0,0,19,29,0,0,44,52,0,0,0,0,0,46,44,98,63,127
ZCTA5 76887,76887,0,0,59,57,0,0,0,0,0,0,59,57,0,0,13,13,0,0,0,0,0,0,13,13,72,70
ZCTA5 76888,76888,0,0,61,55,0,0,0,0,12,15,73,70,0,0,48,55,0,0,0,0,60,47,108,102,181,172
ZCTA5 76890,76890,2,2,253,234,0,0,41,37,69,83,365,356,0,0,54,58,0,0,0,0,20,16,74,74,439,430
ZCTA5 76901,76901,460,481,9461,9528,789,594,542,785,1022,945,12274,12333,53,61,773,860,135,148,198,296,195,85,1354,1450,13628,13783
ZCTA5 76902,76902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76903,76903,424,452,9097,8976,1289,1280,513,602,635,817,11958,12127,0,0,1523,1351,327,269,195,211,157,211,2202,2042,14160,14169
ZCTA5 76904,76904,638,705,10216,10267,2311,2331,1786,1925,143,118,15094,15346,96,73,911,853,384,408,98,91,117,41,1606,1466,16700,16812
ZCTA5 76905,76905,121,118,3818,3683,272,275,163,154,426,516,4800,4746,0,0,217,231,179,191,16,12,74,113,486,547,5286,5293
ZCTA5 76908,76908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0
ZCTA5 76909,76909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 76930,76930,0,0,32,31,0,0,0,0,4,6,36,37,0,0,15,6,0,0,0,0,0,0,15,6,51,43
ZCTA5 76932,76932,9,0,780,764,0,0,68,58,233,204,1090,1026,21,0,136,259,0,0,0,0,78,74,235,333,1325,1359
ZCTA5 76933,76933,44,64,398,471,0,0,20,13,39,51,501,599,11,11,111,116,0,0,0,0,7,4,129,131,630,730
ZCTA5 76934,76934,5,6,224,275,0,0,0,0,52,53,281,334,0,0,89,76,0,0,0,0,20,10,109,86,390,420
ZCTA5 76935,76935,0,0,605,579,0,0,0,0,63,102,668,681,0,0,163,170,0,0,0,0,44,34,207,204,875,885
ZCTA5 76936,76936,2,3,781,825,1,1,1,10,114,68,899,907,0,0,274,253,0,0,0,0,70,61,344,314,1243,1221
ZCTA5 76937,76937,0,61,17,37,0,0,0,0,16,0,33,98,0,0,0,0,0,0,0,0,4,0,4,0,37,98
ZCTA5 76939,76939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,29
ZCTA5 76940,76940,0,0,0,16,0,0,0,0,0,0,0,16,0,0,15,17,0,0,0,0,0,0,15,17,15,33
ZCTA5 76941,76941,0,0,451,405,0,0,9,0,87,108,547,513,0,0,108,127,0,0,0,0,47,51,155,178,702,691
ZCTA5 76943,76943,2,2,1071,1016,40,41,0,0,133,74,1246,1133,0,0,376,376,0,0,94,96,104,79,574,551,1820,1684
ZCTA5 76945,76945,9,5,541,531,0,0,130,138,152,154,832,828,0,0,198,189,0,0,3,4,142,131,343,324,1175,1152
ZCTA5 76950,76950,0,13,683,894,27,27,172,132,190,177,1072,1243,0,0,463,410,18,19,14,0,133,130,628,559,1700,1802
ZCTA5 76951,76951,0,0,312,309,0,0,8,8,72,85,392,402,6,0,100,84,0,0,0,0,23,22,129,106,521,508
ZCTA5 76953,76953,0,0,49,17,0,0,0,0,0,0,49,17,0,0,5,3,0,0,0,0,5,7,10,10,59,27
ZCTA5 76955,76955,10,9,74,55,0,0,0,0,0,0,84,64,0,0,51,49,0,0,0,0,4,4,55,53,139,117
ZCTA5 76957,76957,0,0,42,48,0,0,0,0,0,0,42,48,0,0,0,0,0,0,0,0,0,0,0,0,42,48
ZCTA5 76958,76958,0,0,80,91,0,0,0,0,9,9,89,100,0,0,19,10,0,0,0,0,0,0,19,10,108,110
ZCTA5 77002,77002,104,110,152,136,5737,6385,443,391,0,0,6436,7022,0,0,22,25,1607,1886,25,27,0,0,1654,1938,8090,8960
ZCTA5 77003,77003,1200,1120,1926,1941,1674,1657,554,658,0,0,5354,5376,66,112,230,240,245,261,199,212,0,0,740,825,6094,6201
ZCTA5 77004,77004,1683,1943,5590,5407,5127,5888,2887,2827,178,143,15465,16208,182,122,1140,971,750,499,478,521,0,0,2550,2113,18015,18321
ZCTA5 77005,77005,568,569,6904,6797,2007,2245,464,309,12,15,9955,9935,0,0,291,317,236,267,42,45,0,0,569,629,10524,10564
ZCTA5 77006,77006,2084,2114,3048,2990,6853,7404,1917,1805,0,16,13902,14329,216,181,581,598,1002,1172,414,374,0,0,2213,2325,16115,16654
ZCTA5 77007,77007,4504,4640,8472,8588,8332,9580,970,1273,158,0,22436,24081,102,75,854,676,1199,1190,233,259,0,0,2388,2200,24824,26281
ZCTA5 77008,77008,1011,978,12245,12420,3792,4885,1252,1180,49,50,18349,19513,48,58,791,650,309,413,145,45,0,30,1293,1196,19642,20709
ZCTA5 77009,77009,513,601,11141,11143,1647,2002,1693,1440,94,55,15088,15241,0,30,1559,1601,373,488,406,530,0,0,2338,2649,17426,17890
ZCTA5 77010,77010,0,0,0,0,529,420,0,0,0,0,529,420,0,0,0,0,162,214,0,0,0,0,162,214,691,634
ZCTA5 77011,77011,338,496,4196,3946,456,611,1188,1059,0,27,6178,6139,58,56,768,770,51,99,232,302,0,0,1109,1227,7287,7366
ZCTA5 77012,77012,146,170,3203,3400,1549,1298,956,986,142,151,5996,6005,0,0,648,522,149,147,182,174,21,19,1000,862,6996,6867
ZCTA5 77013,77013,24,25,2770,2764,1964,1970,757,676,298,274,5813,5709,0,0,208,279,598,571,344,280,0,0,1150,1130,6963,6839
ZCTA5 77014,77014,550,487,5994,5883,2724,3149,2109,1979,591,561,11968,12059,0,0,97,107,610,692,305,265,37,43,1049,1107,13017,13166
ZCTA5 77015,77015,169,187,10278,10020,3645,3904,1861,1817,2358,2325,18311,18253,0,0,797,759,500,505,281,250,180,194,1758,1708,20069,19961
ZCTA5 77016,77016,156,151,8241,8155,288,313,737,864,345,323,9767,9806,0,20,948,1034,133,146,217,125,0,0,1298,1325,11065,11131
ZCTA5 77017,77017,161,169,6392,6172,2464,2508,1232,1305,106,178,10355,10332,0,0,517,484,254,255,159,210,0,0,930,949,11285,11281
ZCTA5 77018,77018,160,161,9133,9571,1684,1685,464,507,243,204,11684,12128,32,30,824,752,419,391,78,34,0,0,1353,1207,13037,13335
ZCTA5 77019,77019,1432,1615,3310,3360,5979,6432,1358,1431,0,0,12079,12838,179,165,397,424,638,674,252,286,0,0,1466,1549,13545,14387
ZCTA5 77020,77020,348,509,6605,6359,1016,988,1084,1154,28,55,9081,9065,0,0,699,728,75,147,151,114,0,0,925,989,10006,10054
ZCTA5 77021,77021,241,310,6095,5965,3203,3449,1363,1234,33,40,10935,10998,63,65,804,893,481,530,252,276,0,57,1600,1821,12535,12819
ZCTA5 77022,77022,87,114,5787,5914,2021,1967,1223,1089,114,47,9232,9131,167,173,916,968,285,314,115,105,27,26,1510,1586,10742,10717
ZCTA5 77023,77023,144,112,5825,5798,1878,2036,2114,2102,178,176,10139,10224,29,8,838,1032,200,189,469,374,41,23,1577,1626,11716,11850
ZCTA5 77024,77024,1530,1508,7655,7768,5415,5577,1231,1235,44,36,15875,16124,159,68,613,443,1546,1700,240,264,0,0,2558,2475,18433,18599
ZCTA5 77025,77025,927,882,5455,5618,6027,6181,1291,1581,24,68,13724,14330,104,70,295,161,989,1062,80,60,46,69,1514,1422,15238,15752
ZCTA5 77026,77026,132,173,6057,5916,986,922,708,832,218,210,8101,8053,33,50,841,997,195,195,333,257,31,28,1433,1527,9534,9580
ZCTA5 77027,77027,558,581,1923,2227,8048,7918,524,498,132,155,11185,11379,131,106,203,48,1537,1606,147,147,0,0,2018,1907,13203,13286
ZCTA5 77028,77028,71,74,4937,4804,1091,1028,163,224,45,48,6307,6178,16,0,625,761,68,58,45,81,22,24,776,924,7083,7102
ZCTA5 77029,77029,108,139,4590,4520,538,515,276,231,61,68,5573,5473,0,18,624,712,25,14,128,169,0,0,777,913,6350,6386
ZCTA5 77030,77030,294,342,1438,1425,3552,4155,586,567,0,0,5870,6489,76,73,192,189,986,923,165,168,0,0,1419,1353,7289,7842
ZCTA5 77031,77031,344,347,3058,3019,1959,1902,674,751,68,52,6103,6071,69,69,0,40,651,605,101,121,0,0,821,835,6924,6906
ZCTA5 77032,77032,192,254,1610,1510,980,925,1063,1209,530,499,4375,4397,47,47,76,83,43,116,154,160,30,40,350,446,4725,4843
ZCTA5 77033,77033,120,107,8116,8054,451,622,485,570,7,58,9179,9411,25,25,824,725,46,32,59,35,0,0,954,817,10133,10228
ZCTA5 77034,77034,107,75,7492,7347,2886,3112,1761,1871,51,0,12297,12405,0,0,115,140,1060,1038,588,605,0,0,1763,1783,14060,14188
ZCTA5 77035,77035,524,635,6523,6535,4284,4300,2450,2453,50,63,13831,13986,88,122,437,468,710,596,439,470,0,20,1674,1676,15505,15662
ZCTA5 77036,77036,989,946,5009,5179,13395,13291,6533,6716,234,235,26160,26367,189,149,592,504,2526,2279,1374,1209,0,0,4681,4141,30841,30508
ZCTA5 77037,77037,176,173,3024,3433,100,182,124,154,1570,1147,4994,5089,0,0,179,126,35,35,0,0,83,62,297,223,5291,5312
ZCTA5 77038,77038,202,286,5677,5536,1281,1283,947,859,756,822,8863,8786,14,17,145,159,42,64,84,66,39,42,324,348,9187,9134
ZCTA5 77039,77039,290,288,5043,4951,1179,1243,501,619,910,946,7923,8047,49,59,300,319,56,77,175,138,73,52,653,645,8576,8692
ZCTA5 77040,77040,527,571,9861,9858,4812,4519,2609,2662,539,705,18348,18315,83,84,337,391,250,256,116,78,69,73,855,882,19203,19197
ZCTA5 77041,77041,61,88,9376,9320,1060,1173,146,183,322,427,10965,11191,17,6,553,403,345,114,0,0,87,163,1002,686,11967,11877
ZCTA5 77042,77042,1097,889,3440,3563,9541,10279,5042,4269,46,95,19166,19095,0,0,311,306,1136,1135,785,716,0,0,2232,2157,21398,21252
ZCTA5 77043,77043,749,724,5244,5456,2843,3042,1212,1032,0,0,10048,10254,79,78,279,230,301,400,165,235,0,0,824,943,10872,11197
ZCTA5 77044,77044,661,720,12582,13031,1349,1594,333,231,1662,1699,16587,17275,0,60,631,701,96,0,0,32,176,205,903,998,17490,18273
ZCTA5 77045,77045,215,222,8096,8106,1493,1324,200,376,308,377,10312,10405,0,0,428,397,0,0,0,0,0,0,428,397,10740,10802
ZCTA5 77046,77046,0,0,29,10,987,1125,0,0,0,0,1016,1135,0,0,0,0,145,177,0,0,0,0,145,177,1161,1312
ZCTA5 77047,77047,369,596,10094,10564,854,848,255,191,666,603,12238,12802,46,46,450,403,51,0,0,0,0,37,547,486,12785,13288
ZCTA5 77048,77048,95,95,5024,5494,701,640,993,985,291,225,7104,7439,0,0,196,180,176,291,102,93,0,26,474,590,7578,8029
ZCTA5 77049,77049,194,166,9084,9160,1715,1932,481,508,333,179,11807,11945,67,68,326,295,309,226,98,66,22,18,822,673,12629,12618
ZCTA5 77050,77050,287,280,975,931,47,63,0,0,401,505,1710,1779,0,0,78,67,0,0,0,0,0,0,78,67,1788,1846
ZCTA5 77051,77051,345,449,3319,3551,981,1223,1599,1301,25,44,6269,6568,0,27,647,564,41,24,244,270,0,0,932,885,7201,7453
ZCTA5 77053,77053,306,337,8102,8342,0,0,59,42,781,722,9248,9443,38,32,202,171,0,0,0,0,29,70,269,273,9517,9716
ZCTA5 77054,77054,564,617,803,878,11065,11131,3553,3783,16,25,16001,16434,109,56,0,126,1999,1985,340,244,0,0,2448,2411,18449,18845
ZCTA5 77055,77055,466,378,7410,7725,5365,5521,2435,2327,209,266,15885,16217,31,32,808,711,354,429,350,432,24,24,1567,1628,17452,17845
ZCTA5 77056,77056,485,481,2418,2598,8785,9321,390,405,0,0,12078,12805,238,142,269,193,2352,2032,45,175,0,0,2904,2542,14982,15347
ZCTA5 77057,77057,2648,2567,2793,2752,13296,13513,3020,3334,57,78,21814,22244,86,50,89,90,2305,2439,532,408,0,0,3012,2987,24826,25231
ZCTA5 77058,77058,992,1018,1744,1792,4594,4889,2273,2431,0,0,9603,10130,17,47,61,52,758,788,260,186,0,0,1096,1073,10699,11203
ZCTA5 77059,77059,31,11,6126,6239,267,250,3,2,0,0,6427,6502,0,0,87,121,44,45,0,0,0,0,131,166,6558,6668
ZCTA5 77060,77060,204,232,4469,4424,7309,7414,2509,2478,516,587,15007,15135,31,59,188,131,1077,965,468,340,45,30,1809,1525,16816,16660
ZCTA5 77061,77061,125,135,3871,3722,3470,2975,1599,1823,106,138,9171,8793,0,0,127,215,529,508,238,418,0,8,894,1149,10065,9942
ZCTA5 77062,77062,212,279,7624,7770,881,802,690,809,32,17,9439,9677,19,18,192,229,217,226,77,0,0,0,505,473,9944,10150
ZCTA5 77063,77063,1059,1234,2706,2879,11774,11190,4656,4719,60,22,20255,20044,317,255,280,229,1644,1655,331,417,0,25,2572,2581,22827,22625
ZCTA5 77064,77064,381,389,11125,11372,2799,2581,965,1027,598,620,15868,15989,70,38,370,535,584,604,0,49,187,143,1211,1369,17079,17358
ZCTA5 77065,77065,183,228,8206,8507,4884,4532,2465,2461,164,138,15902,15866,0,33,278,296,730,835,56,80,45,0,1109,1244,17011,17110
ZCTA5 77066,77066,463,360,9927,10024,662,777,536,428,178,126,11766,11715,21,39,214,185,77,182,0,0,0,35,312,441,12078,12156
ZCTA5 77067,77067,53,94,5635,5679,3113,2890,1057,1179,186,193,10044,10035,8,0,224,179,624,659,146,199,0,0,1002,1037,11046,11072
ZCTA5 77068,77068,22,20,2795,2973,798,777,284,345,21,12,3920,4127,0,0,104,67,313,330,22,27,0,0,439,424,4359,4551
ZCTA5 77069,77069,279,233,4841,5407,2011,2227,1313,974,0,0,8444,8841,0,0,463,299,285,259,0,0,0,0,748,558,9192,9399
ZCTA5 77070,77070,583,646,11833,11945,6900,6917,2130,1993,56,156,21502,21657,0,26,442,313,974,1115,215,161,0,0,1631,1615,23133,23272
ZCTA5 77071,77071,590,596,5828,6155,2589,2461,1020,1169,63,61,10090,10442,163,72,305,365,290,337,152,180,0,0,910,954,11000,11396
ZCTA5 77072,77072,2361,2422,8857,8623,4134,4208,3265,3168,282,266,18899,18687,89,79,571,598,580,617,356,341,0,49,1596,1684,20495,20371
ZCTA5 77073,77073,182,129,9660,9787,1691,2049,1245,990,1120,1097,13898,14052,0,36,217,356,445,386,136,123,35,36,833,937,14731,14989
ZCTA5 77074,77074,502,446,4421,4382,6024,5721,2134,2274,6,6,13087,12829,84,111,512,533,1269,1259,322,422,0,0,2187,2325,15274,15154
ZCTA5 77075,77075,186,200,8624,8248,2288,2273,1019,1283,290,385,12407,12389,27,0,331,382,214,337,165,132,23,27,760,878,13167,13267
ZCTA5 77076,77076,43,172,6229,6045,1641,1621,1525,1300,477,656,9915,9794,16,15,464,495,291,346,14,0,0,0,785,856,10700,10650
ZCTA5 77077,77077,1152,1266,9915,9891,13428,12420,4659,5558,69,73,29223,29208,87,140,807,761,2067,2270,753,532,0,0,3714,3703,32937,32911
ZCTA5 77078,77078,275,160,3800,4067,475,515,226,237,8,45,4784,5024,43,44,355,356,162,136,85,47,0,0,645,583,5429,5607
ZCTA5 77079,77079,1524,1564,5959,6043,4282,4870,1935,2196,17,16,13717,14689,234,116,548,327,1176,755,285,328,0,0,2243,1526,15960,16215
ZCTA5 77080,77080,775,695,7509,7628,4782,5255,2238,1810,232,278,15536,15666,39,83,438,398,973,930,303,293,22,24,1775,1728,17311,17394
ZCTA5 77081,77081,230,219,1512,1601,13607,13022,3724,4466,129,111,19202,19419,0,0,134,161,1473,1158,349,507,0,0,1956,1826,21158,21245
ZCTA5 77082,77082,1431,1663,8375,8880,8875,9297,3020,3161,124,87,21825,23088,35,39,432,298,1318,1140,492,429,0,0,2277,1906,24102,24994
ZCTA5 77083,77083,648,774,16955,16906,3314,2987,1463,1663,292,303,22672,22633,93,99,661,765,272,259,25,116,0,0,1051,1239,23723,23872
ZCTA5 77084,77084,1435,1620,24027,23941,6737,7205,3002,3119,351,331,35552,36216,135,130,1353,1414,1320,1008,165,306,19,13,2992,2871,38544,39087
ZCTA5 77085,77085,124,76,4073,4241,1040,1010,176,207,64,79,5477,5613,0,0,66,106,37,37,13,0,44,44,160,187,5637,5800
ZCTA5 77086,77086,443,558,5726,5674,1089,1113,1070,1070,372,302,8700,8717,0,50,243,222,172,109,176,180,36,37,627,598,9327,9315
